,Cluster Labels,Address,Suburb,Region,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,Suburb Latitude,Suburb Longitude
582,0,"Lynfield, Auckland City New Zealand",Lynfield,Auckland City New Zealand,Photography Studio,Sandwich Place,Chinese Restaurant,Pizza Place,Shopping Mall,Park,Grocery Store,Fast Food Restaurant,Thai Restaurant,Bar,-36.9273727,174.7188479
583,0,"Lytton, Brisbane",Lytton,Brisbane,Gas Station,Racetrack,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,-27.4238491,153.150806
584,0,"MacGregor, Brisbane",MacGregor,Brisbane,Pet Store,Gym,Discount Store,Electronics Store,Bowling Alley,Zoo Exhibit,Fast Food Restaurant,Financial or Legal Service,Film Studio,Filipino Restaurant,-27.5627054,153.072007
585,0,"Mackenzie, Brisbane",Mackenzie,Brisbane,Convenience Store,Dessert Shop,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,-27.543318,153.1248543
586,0,"Madison, New York City US",Madison,New York City US,Bagel Shop,Deli / Bodega,Insurance Office,Candy Store,Italian Restaurant,Pilates Studio,Dessert Shop,Pizza Place,Farm,Film Studio,40.6093777,-73.94841515
587,2,"Mahalaxmi, Mumbai City India",Mahalaxmi,Mumbai City India,Coffee Shop,Furniture / Home Store,Gym,Nightclub,Indian Restaurant,Mediterranean Restaurant,Fast Food Restaurant,Zoo Exhibit,Film Studio,Filipino Restaurant,18.9825679,72.82416
588,3,"Maharani Bagh, New Delhi India",Maharani Bagh,New Delhi India,Hotel,Sculpture Garden,Gym,Café,Neighborhood,Zoo Exhibit,Fast Food Restaurant,Film Studio,Filipino Restaurant,Field,28.5720013,77.2633718
589,0,"Mahim, Mumbai City India",Mahim,Mumbai City India,Train Station,Fast Food Restaurant,Furniture / Home Store,Restaurant,Bakery,Breakfast Spot,Dessert Shop,Bus Station,Indian Restaurant,Pizza Place,19.0423145,72.8398344
590,3,"Mairehau, Christchurch New Zealand",Mairehau,Christchurch New Zealand,Bakery,Fish & Chips Shop,Garden Center,Café,Neighborhood,Tennis Court,Fast Food Restaurant,Financial or Legal Service,Film Studio,Filipino Restaurant,-43.4943644,172.6379488
591,1,"Malabar Hill, Mumbai City India",Malabar Hill,Mumbai City India,Park,Bakery,Restaurant,Gym,Fast Food Restaurant,Farm,Film Studio,Filipino Restaurant,Field,Farmers Market,18.9581616,72.8033665
592,0,"Malba, New York City US",Malba,New York City US,Rock Club,Tennis Court,Rest Area,Bus Line,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,40.79060156,-73.82667757
593,0,"Malviya Nagar, New Delhi India",Malviya Nagar,New Delhi India,Coffee Shop,Sandwich Place,Asian Restaurant,Miscellaneous Shop,Donut Shop,Pizza Place,Café,Zoo Exhibit,Filipino Restaurant,Field,28.5339201,77.2124474
594,0,"Manchester Square, Los Angeles US",Manchester Square,Los Angeles US,Wine Bar,Yoga Studio,Music Venue,Massage Studio,BBQ Joint,Seafood Restaurant,Burger Joint,Eye Doctor,Exhibit,Fabric Shop,33.966374,-118.3133775
595,1,"Mandeville Canyon, Los Angeles US",Mandeville Canyon,Los Angeles US,Art Gallery,Park,Indie Movie Theater,Boutique,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,34.0610395,-118.4949801
596,3,"Manhattan Beach, New York City US",Manhattan Beach,New York City US,Bus Stop,Café,Ice Cream Shop,Playground,Sandwich Place,Pizza Place,Beach,Falafel Restaurant,Factory,Fabric Shop,40.5779135,-73.94353723
597,0,"Manhattan Terrace, New York City US",Manhattan Terrace,New York City US,Ice Cream Shop,Pizza Place,Donut Shop,Jazz Club,Steakhouse,Organic Grocery,Spa,Grocery Store,Mobile Phone Shop,Chinese Restaurant,40.61443251,-73.95743841
598,0,"Manhattan Valley, New York City US",Manhattan Valley,New York City US,Coffee Shop,Bar,Pizza Place,Yoga Studio,Spa,Park,Hostel,Bakery,Health Food Store,Hawaiian Restaurant,40.79730704,-73.96428618
599,0,"Manhattanville, New York City US",Manhattanville,New York City US,Seafood Restaurant,Coffee Shop,Italian Restaurant,Mexican Restaurant,Park,Japanese Curry Restaurant,Bus Station,Bank,Bar,Bike Trail,40.81693443,-73.95738539
600,3,"Manly, Brisbane",Manly,Brisbane,Seafood Restaurant,Café,Fish & Chips Shop,Pub,Grocery Store,Bistro,Flea Market,Farmers Market,Pier,Harbor / Marina,-27.4547329,153.1849108
601,0,"Manor Heights, New York City US",Manor Heights,New York City US,Deli / Bodega,Pharmacy,Campground,Donut Shop,Bagel Shop,American Restaurant,Sushi Restaurant,Chinese Restaurant,Liquor Store,Eye Doctor,40.60180958,-74.120594
602,0,"Mansfield, Brisbane",Mansfield,Brisbane,Liquor Store,Gym / Fitness Center,Coffee Shop,Bar,Exhibit,Eye Doctor,Fabric Shop,Factory,Falafel Restaurant,Farm,-27.5314948,153.1015318
603,0,"Mar Vista, Los Angeles US",Mar Vista,Los Angeles US,Mexican Restaurant,Thai Restaurant,Convenience Store,Art Gallery,Indian Restaurant,Coffee Shop,Market,Pizza Place,Shipping Store,Liquor Store,34.0037605,-118.4391641
604,0,"Marble Hill, New York City US",Marble Hill,New York City US,Sandwich Place,Gym,Coffee Shop,Pharmacy,Diner,Steakhouse,Tennis Stadium,Miscellaneous Shop,Bank,Shopping Mall,40.87655078,-73.91065966
605,0,"Marine Drive, Mumbai City India",Marine Drive,Mumbai City India,Bakery,Cricket Ground,Café,Sandwich Place,General Entertainment,Scenic Lookout,Indian Restaurant,Theater,Indie Movie Theater,Bridal Shop,18.9414868,72.8238464
606,2,"Marine Lines, Mumbai City India",Marine Lines,Mumbai City India,Indian Restaurant,Train Station,Café,Jewelry Store,Bakery,Bridal Shop,Italian Restaurant,Chinese Restaurant,Scenic Lookout,Film Studio,18.9456701,72.823781
607,0,"Marine Park, New York City US",Marine Park,New York City US,Baseball Field,Basketball Court,Soccer Field,Chinese Restaurant,Deli / Bodega,Ice Cream Shop,Park,Gym,Coffee Shop,Athletics & Sports,40.60974778,-73.93134404
608,0,"Mariner's Harbor, New York City US",Mariner's Harbor,New York City US,Italian Restaurant,Deli / Bodega,Bus Stop,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,40.63254639,-74.15008537
609,3,"Marshland, Christchurch New Zealand",Marshland,Christchurch New Zealand,Café,Park,Supermarket,Grocery Store,Fast Food Restaurant,Zoo Exhibit,Field,Fish & Chips Shop,Financial or Legal Service,Film Studio,-43.4734359,172.660376
610,3,"Maru, Kathmandu Nepal",Maru,Kathmandu Nepal,Asian Restaurant,Restaurant,Café,Coffee Shop,Hotel,Italian Restaurant,Bar,Historic Site,Hostel,Japanese Restaurant,27.7037885,85.3058598
611,0,"Maspeth, New York City US",Maspeth,New York City US,Pizza Place,Diner,Grocery Store,Mobile Phone Shop,Bank,Chinese Restaurant,Discount Store,Donut Shop,Bakery,Japanese Restaurant,40.72542737,-73.89621714
612,0,"McDowall, Brisbane",McDowall,Brisbane,Boutique,Business Service,Fast Food Restaurant,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Zoo Exhibit,-27.3886299,152.9967591
613,3,"Mcleans Island, Christchurch New Zealand",Mcleans Island,Christchurch New Zealand,Café,Hotel,Thai Restaurant,Restaurant,Bar,Bakery,Chinese Restaurant,Shopping Mall,Theater,Modern European Restaurant,-43.5223059,172.6386758
614,3,"Meadowbank, Auckland City New Zealand",Meadowbank,Auckland City New Zealand,Café,Trail,Bakery,Bistro,Mobile Phone Shop,Pharmacy,Convenience Store,Turkish Restaurant,Fast Food Restaurant,Supermarket,-36.8702538,174.82494
615,4,"Meera Bagh, New Delhi India",Meera Bagh,New Delhi India,ATM,Tourist Information Center,Indian Restaurant,Café,Convenience Store,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,28.658844,77.09084751
616,0,"Meguro, Tokyo Japan",Meguro,Tokyo Japan,Bakery,Japanese Restaurant,Coffee Shop,Sake Bar,Chinese Restaurant,Restaurant,Ramen Restaurant,Park,Dessert Shop,BBQ Joint,35.62125,139.688014
617,0,"Mehrauli, New Delhi India",Mehrauli,New Delhi India,Restaurant,Thai Restaurant,Market,Farm,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,28.5218262,77.1783232
618,0,"Melbourne CBD, Melbourne",Melbourne CBD,Melbourne,Coffee Shop,Café,Cocktail Bar,Korean Restaurant,Bar,Dessert Shop,Plaza,Burger Joint,Japanese Restaurant,Shopping Mall,-37.8141823,144.9598007
619,0,"Melrose, New York City US",Melrose,New York City US,Pizza Place,Discount Store,Pharmacy,Grocery Store,Sandwich Place,Diner,Gym / Fitness Center,Donut Shop,Martial Arts Dojo,Art Gallery,40.81975437,-73.90942161
620,3,"Merivale, Christchurch New Zealand",Merivale,Christchurch New Zealand,Café,Japanese Restaurant,Bar,Hotel,Shopping Mall,Indian Restaurant,Italian Restaurant,Supermarket,Seafood Restaurant,Sushi Restaurant,-43.5125788,172.6202653
621,0,"Mid-City, Los Angeles US",Mid-City,Los Angeles US,Theater,Liquor Store,Donut Shop,Food Truck,Bus Station,Gym / Fitness Center,Indie Theater,Thrift / Vintage Store,Zoo Exhibit,Filipino Restaurant,34.0415271,-118.3603703
622,0,"Mid-Wilshire, Los Angeles US",Mid-Wilshire,Los Angeles US,Mexican Restaurant,Art Gallery,Taco Place,Gym / Fitness Center,Sandwich Place,Home Service,Bakery,Bar,Smoke Shop,Japanese Restaurant,34.0568616,-118.3458032
623,3,"Middle Park, Brisbane",Middle Park,Brisbane,Soccer Field,Event Service,Italian Restaurant,Supermarket,Café,Shopping Mall,Zoo Exhibit,Farm,Filipino Restaurant,Field,-27.5534017,152.9211696
624,0,"Middle Village, New York City US",Middle Village,New York City US,Japanese Restaurant,Diner,Sports Bar,Spanish Restaurant,Park,South American Restaurant,Chinese Restaurant,Bank,Bakery,Pizza Place,40.71641451,-73.88114319
625,0,"Middleton, Christchurch New Zealand",Middleton,Christchurch New Zealand,Fast Food Restaurant,Supermarket,Café,Furniture / Home Store,Chinese Restaurant,Restaurant,Mexican Restaurant,Asian Restaurant,Pizza Place,Vegetarian / Vegan Restaurant,-43.53404775,172.5753233
626,0,"Midland Beach, New York City US",Midland Beach,New York City US,Bus Stop,Beach,Liquor Store,Chinese Restaurant,Medical Center,Food,Bookstore,Café,Pet Store,Restaurant,40.57352691,-74.09348266
627,0,"Midtown South, New York City US",Midtown South,New York City US,Korean Restaurant,Hotel,Japanese Restaurant,Burger Joint,Dessert Shop,Café,Hotel Bar,Lounge,Spa,New American Restaurant,40.74850966,-73.98871313
628,0,"Midtown, New York City US",Midtown,New York City US,Coffee Shop,Clothing Store,Hotel,Theater,Cuban Restaurant,Spa,Pizza Place,Gym,Men's Store,Mediterranean Restaurant,40.7546911,-73.98166883
629,0,"Midwood, New York City US",Midwood,New York City US,Pizza Place,Bagel Shop,Convenience Store,Bakery,Video Game Store,Candy Store,Ice Cream Shop,Pharmacy,Food Stand,Food Truck,40.6255959,-73.95759523
630,0,"Mill Basin, New York City US",Mill Basin,New York City US,Japanese Restaurant,Pizza Place,Cosmetics Shop,Pharmacy,Bank,Bagel Shop,Chinese Restaurant,Burger Joint,Sushi Restaurant,Bus Station,40.61597424,-73.91515392
631,0,"Mill Island, New York City US",Mill Island,New York City US,Locksmith,Pool,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Zoo Exhibit,40.60633642,-73.90818572
632,3,"Millers Point, Sydney",Millers Point,Sydney,Café,Hotel,Australian Restaurant,Pub,Coffee Shop,Hotel Bar,Bakery,Steakhouse,Speakeasy,Scenic Lookout,-33.8599129,151.2041274
633,3,"Milton, Brisbane",Milton,Brisbane,Café,Park,Gym,Thai Restaurant,Brewery,Bar,Fast Food Restaurant,Coffee Shop,Paper / Office Supplies Store,Arts & Crafts Store,-27.4700194,153.0037657
634,0,"Minato, Tokyo Japan",Minato,Tokyo Japan,Japanese Restaurant,Italian Restaurant,Sake Bar,BBQ Joint,Bakery,Coffee Shop,Pizza Place,Ramen Restaurant,Café,Chinese Restaurant,35.6432274,139.7400553
635,0,"Minhang District, Shanghai China",Minhang District,Shanghai China,Coffee Shop,Fast Food Restaurant,Hotel,Shopping Mall,Airport Lounge,Art Gallery,Chinese Restaurant,Korean Restaurant,Hotpot Restaurant,Pizza Place,31.1147666,121.3769429
636,3,"Mission Bay, Auckland City New Zealand",Mission Bay,Auckland City New Zealand,Italian Restaurant,Café,Ice Cream Shop,Fish & Chips Shop,Movie Theater,Park,Beach,Mexican Restaurant,Frozen Yogurt Shop,German Restaurant,-36.8498617,174.8336447
637,0,"Mission Hills, Los Angeles US",Mission Hills,Los Angeles US,Thai Restaurant,Burger Joint,Coffee Shop,Sandwich Place,ATM,Rental Car Location,Tattoo Parlor,Steakhouse,Smoke Shop,Chinese Restaurant,34.2572249,-118.4670285
638,0,"Mitchelton, Brisbane",Mitchelton,Brisbane,Bus Station,Steakhouse,Grocery Store,Shoe Store,Thai Restaurant,Coffee Shop,Fast Food Restaurant,Café,Farmers Market,Seafood Restaurant,-27.4120363,152.975009
639,0,"Model Town, New Delhi India",Model Town,New Delhi India,Pizza Place,Men's Store,Food Truck,Fast Food Restaurant,Donut Shop,Light Rail Station,Convenience Store,Snack Place,Football Stadium,Field,28.7027136,77.1939912
640,3,"Moggill, Brisbane",Moggill,Brisbane,Café,Athletics & Sports,Zoo Exhibit,Fast Food Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Farmers Market,-27.5702931,152.8765061
641,0,"Moncks Bay, Christchurch New Zealand",Moncks Bay,Christchurch New Zealand,Bay,Gas Station,Convenience Store,Grocery Store,Fabric Shop,Eye Doctor,Factory,Falafel Restaurant,Exhibit,Farm,-43.566388,172.7436021
642,1,"Montecito Heights, Los Angeles US",Montecito Heights,Los Angeles US,Park,Food,Zoo Exhibit,Fish Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,34.0895404,-118.1942792
643,0,"Moore Park, Sydney",Moore Park,Sydney,Cricket Ground,Café,Park,Movie Theater,Pub,Event Space,Food Truck,Fried Chicken Joint,Pastry Shop,Greek Restaurant,-33.8958333,151.2219444
644,0,"Morningside Heights, New York City US",Morningside Heights,New York City US,Park,American Restaurant,Bookstore,Coffee Shop,Deli / Bodega,Burger Joint,Tennis Court,Salad Place,Bar,Sandwich Place,40.80799974,-73.96389628
645,3,"Morningside, Auckland City New Zealand",Morningside,Auckland City New Zealand,Café,Electronics Store,Fast Food Restaurant,Department Store,Furniture / Home Store,Park,Gym,Grocery Store,Mexican Restaurant,Thrift / Vintage Store,-36.8774397,174.7349347
646,2,"Morningside, Brisbane",Morningside,Brisbane,Indian Restaurant,Health & Beauty Service,Ice Cream Shop,Sandwich Place,Pizza Place,Café,Malay Restaurant,Portuguese Restaurant,Bakery,Thai Restaurant,-27.4684656,153.0731165
647,0,"Morris Heights, New York City US",Morris Heights,New York City US,Pharmacy,Latin American Restaurant,Chinese Restaurant,Clothing Store,Check Cashing Service,Pizza Place,Spanish Restaurant,Plaza,Grocery Store,Bank,40.84789793,-73.91967159
648,0,"Morris Park, New York City US",Morris Park,New York City US,Pizza Place,Deli / Bodega,Burger Joint,Bakery,Buffet,Arepa Restaurant,Supermarket,Pharmacy,Bar,Coffee Shop,40.84754906,-73.85040178
649,0,"Morrisania, New York City US",Morrisania,New York City US,Pizza Place,Discount Store,Bus Station,Fast Food Restaurant,Donut Shop,Grocery Store,Pharmacy,Chinese Restaurant,Seafood Restaurant,Bakery,40.82359199,-73.90150649
650,0,"Moti Bagh, New Delhi India",Moti Bagh,New Delhi India,Shopping Mall,Light Rail Station,Flea Market,Beer Bar,Zoo Exhibit,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,28.66783725,77.18180988
651,3,"Moti Nagar, New Delhi India",Moti Nagar,New Delhi India,Fried Chicken Joint,Shopping Mall,Donut Shop,Café,Cafeteria,Fast Food Restaurant,Sports Bar,Falafel Restaurant,Farm,Farmers Market,28.657859,77.1424288
652,0,"Mott Haven, New York City US",Mott Haven,New York City US,Donut Shop,Gym,Pizza Place,Spanish Restaurant,Peruvian Restaurant,Café,Grocery Store,Bookstore,Baseball Field,Taco Place,40.80623875,-73.91609987
653,3,"Mount Albert, Auckland City New Zealand",Mount Albert,Auckland City New Zealand,Café,Chinese Restaurant,Thai Restaurant,Train Station,Park,Burger Joint,Bakery,Gym,Mexican Restaurant,Pool,-36.8859912,174.7160423
654,3,"Mount Crosby, Brisbane",Mount Crosby,Brisbane,Cricket Ground,Fast Food Restaurant,Café,Scenic Lookout,Locksmith,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,-27.4325961,153.0468723
655,3,"Mount Eden, Auckland City New Zealand",Mount Eden,Auckland City New Zealand,Café,Indian Restaurant,Burger Joint,Pub,Park,Mountain,Bar,Gym Pool,Theater,Gourmet Shop,-36.87620535,174.7646062
656,0,"Mount Eden, New York City US",Mount Eden,New York City US,Pharmacy,Fast Food Restaurant,Spanish Restaurant,Chinese Restaurant,IT Services,Mexican Restaurant,Metro Station,Bar,Supermarket,Clothing Store,40.84382618,-73.91655552
657,0,"Mount Gravatt East, Brisbane",Mount Gravatt East,Brisbane,Liquor Store,Ethiopian Restaurant,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Zoo Exhibit,-27.5326267,153.0830705
658,3,"Mount Gravatt, Brisbane",Mount Gravatt,Brisbane,Scenic Lookout,Furniture / Home Store,Pet Store,Café,Zoo Exhibit,Farmers Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,-27.542717,153.0728955
659,0,"Mount Hope, New York City US",Mount Hope,New York City US,Grocery Store,Clothing Store,Sandwich Place,Metro Station,Video Game Store,Supermarket,Donut Shop,Spanish Restaurant,Deli / Bodega,Ice Cream Shop,40.84884161,-73.90829931
660,0,"Mount Ommaney, Brisbane",Mount Ommaney,Brisbane,Discount Store,Zoo Exhibit,Fishing Spot,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-27.5444804,152.9286773
661,1,"Mount Pleasant, Christchurch New Zealand",Mount Pleasant,Christchurch New Zealand,Park,Music Venue,Farmers Market,Pier,Athletics & Sports,Trail,Café,Film Studio,Filipino Restaurant,Field,-43.5632418,172.7188135
662,0,"Mount Roskill, Auckland City New Zealand",Mount Roskill,Auckland City New Zealand,Park,Middle Eastern Restaurant,Indian Restaurant,Gym,Soccer Field,Gym Pool,Clothing Store,Pizza Place,Vegetarian / Vegan Restaurant,Fast Food Restaurant,-36.912599,174.7372259
663,0,"Mount Washington, Los Angeles US",Mount Washington,Los Angeles US,Scenic Lookout,Zoo Exhibit,Fish Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Farm,34.0988396,-118.2211069
664,3,"Mount Wellington, Auckland City New Zealand",Mount Wellington,Auckland City New Zealand,Pizza Place,Café,Neighborhood,Athletics & Sports,Convenience Store,Grocery Store,Burger Joint,Falafel Restaurant,Factory,Farm,-36.9047927,174.8351177
665,0,"Mukherjee Nagar, New Delhi India",Mukherjee Nagar,New Delhi India,Bakery,Burger Joint,Ice Cream Shop,Gift Shop,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,28.7125567,77.21440444
666,0,"Mumbai Central, Mumbai City India",Mumbai Central,Mumbai City India,Department Store,Fast Food Restaurant,Restaurant,Pizza Place,Vegetarian / Vegan Restaurant,Movie Theater,Ice Cream Shop,Indian Restaurant,Snack Place,Juice Bar,18.9695855,72.8193152
667,0,"Munirka, New Delhi India",Munirka,New Delhi India,Steakhouse,Department Store,Playground,Spa,Pizza Place,Indian Restaurant,Flea Market,Sandwich Place,Grocery Store,Bakery,28.554886,77.1710841
668,0,"Murarrie, Brisbane",Murarrie,Brisbane,Sandwich Place,Train Station,Convenience Store,Coffee Shop,Zoo Exhibit,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-27.4609442,153.105018
669,0,"Murray Hill, New York City US",Murray Hill,New York City US,Korean Restaurant,Coffee Shop,Sandwich Place,Bar,Hotel,Pizza Place,Japanese Restaurant,Gym / Fitness Center,Bakery,Steakhouse,40.74830308,-73.97833208
669,0,"Murray Hill, New York City US",Murray Hill,New York City US,Korean Restaurant,Coffee Shop,Sandwich Place,Bar,Hotel,Pizza Place,Japanese Restaurant,Gym / Fitness Center,Bakery,Steakhouse,40.76412612,-73.81276269
670,0,"Myrtletown, Brisbane",Myrtletown,Brisbane,Airport,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farm,-27.3902321,153.1384669
671,4,"Najafgarh, New Delhi India",Najafgarh,New Delhi India,ATM,Food & Drink Shop,Rental Service,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,28.612304,76.9823908
672,0,"Nakano, Tokyo Japan",Nakano,Tokyo Japan,Ramen Restaurant,Café,BBQ Joint,Sake Bar,Park,Japanese Restaurant,Udon Restaurant,Italian Restaurant,Japanese Curry Restaurant,Coffee Shop,35.718123,139.664468
673,3,"Nam Từ Liêm, Hanoi Vietnam",Nam Từ Liêm,Hanoi Vietnam,Stadium,Café,Golf Course,Farm,Field,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,21.0128458,105.7608745
674,0,"Naraina, New Delhi India",Naraina,New Delhi India,Snack Place,Ice Cream Shop,Ethiopian Restaurant,Event Service,Event Space,Exhibit,Eye Doctor,Fabric Shop,Factory,Fish & Chips Shop,28.6220547,77.1386441
675,0,"Narela, New Delhi India",Narela,New Delhi India,Electronics Store,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farm,28.8426096,77.0918354
676,0,"Nariman Point, Mumbai City India",Nariman Point,Mumbai City India,Italian Restaurant,Indian Restaurant,Theater,Mediterranean Restaurant,Restaurant,Chaat Place,Hotel,Movie Theater,Fast Food Restaurant,Sandwich Place,18.9259514,72.8232083
677,0,"Nathan, Brisbane",Nathan,Brisbane,Trail,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farm,-27.548375,153.0474942
678,4,"Naveen Shahdara, New Delhi India",Naveen Shahdara,New Delhi India,ATM,Gym / Fitness Center,Vegetarian / Vegan Restaurant,Event Space,Exhibit,Eye Doctor,Fabric Shop,Factory,Falafel Restaurant,Fish & Chips Shop,28.6773386,77.2860157
679,0,"Naxal, Kathmandu Nepal",Naxal,Kathmandu Nepal,Asian Restaurant,Restaurant,Coffee Shop,Hotel,Café,Italian Restaurant,Bar,Hostel,Spanish Restaurant,Japanese Restaurant,27.7126782,85.3287033
680,0,"Nehru Place, New Delhi India",Nehru Place,New Delhi India,Fast Food Restaurant,Coffee Shop,Chinese Restaurant,Food Court,Market,Bar,Gym,Bengali Restaurant,Gastropub,Frozen Yogurt Shop,28.54925735,77.252952
681,0,"Neponsit, New York City US",Neponsit,New York City US,Beach,Zoo Exhibit,Furniture / Home Store,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,40.57203673,-73.85754672
682,0,"Nerima, Tokyo Japan",Nerima,Tokyo Japan,Ramen Restaurant,Convenience Store,Italian Restaurant,Sake Bar,Coffee Shop,Grocery Store,Soba Restaurant,Sushi Restaurant,BBQ Joint,Bakery,35.74836,139.638735
683,3,"Netaji Nagar, New Delhi India",Netaji Nagar,New Delhi India,Hotel,Market,Cosmetics Shop,Café,Zoo Exhibit,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,28.5735343,77.1863593
684,3,"New Brighton, Christchurch New Zealand",New Brighton,Christchurch New Zealand,Café,Fish & Chips Shop,Restaurant,Hotel,Thai Restaurant,Pier,Beach,Pizza Place,Indian Restaurant,Sandwich Place,-43.5068756,172.726317
685,0,"New Brighton, New York City US",New Brighton,New York City US,Bus Stop,Deli / Bodega,Park,Playground,Discount Store,Bowling Alley,Zoo Exhibit,Fish & Chips Shop,Financial or Legal Service,Film Studio,40.64061456,-74.08701651
686,0,"New Dorp Beach, New York City US",New Dorp Beach,New York City US,Food,Italian Restaurant,Deli / Bodega,Restaurant,Beach,Scenic Lookout,Diner,Sports Bar,Skating Rink,Fabric Shop,40.56425549,-74.10432707
687,0,"New Dorp, New York City US",New Dorp,New York City US,Italian Restaurant,Pizza Place,Dim Sum Restaurant,Train Station,Vietnamese Restaurant,Bagel Shop,Bakery,Sandwich Place,Salon / Barbershop,Gas Station,40.57257232,-74.11647944
688,3,"New Farm, Brisbane",New Farm,Brisbane,Café,Italian Restaurant,Pizza Place,Cocktail Bar,Hotel,Seafood Restaurant,BBQ Joint,Coffee Shop,Indian Restaurant,Bakery,-27.4654745,153.0461335
689,3,"New Friends Colony, New Delhi India",New Friends Colony,New Delhi India,Lounge,Hostel,Café,Zoo Exhibit,Farmers Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,28.5671008,77.2697643
690,0,"New Lots, New York City US",New Lots,New York City US,Pharmacy,Chinese Restaurant,Fried Chicken Joint,Pizza Place,Salon / Barbershop,Bank,Park,Grocery Store,Plaza,Asian Restaurant,40.66274428,-73.88511776
691,0,"New Springville, New York City US",New Springville,New York City US,Chinese Restaurant,Coffee Shop,Deli / Bodega,Bagel Shop,Pizza Place,Mobile Phone Shop,Restaurant,Ice Cream Shop,Mexican Restaurant,Health & Beauty Service,40.59425238,-74.16496031
692,2,"New Windsor, Auckland City New Zealand",New Windsor,Auckland City New Zealand,Soccer Field,Tunnel,Indian Restaurant,Café,Zoo Exhibit,Farmers Market,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,-36.9062704,174.7121463
693,3,"Newmarket, Auckland City New Zealand",Newmarket,Auckland City New Zealand,Café,Park,Coffee Shop,Department Store,Train Station,Restaurant,Gym,Sushi Restaurant,Movie Theater,Gift Shop,-36.8683745,174.7806181
694,0,"Newmarket, Brisbane",Newmarket,Brisbane,Mexican Restaurant,Convenience Store,Shopping Mall,Coffee Shop,Portuguese Restaurant,Sandwich Place,Bakery,Pub,Organic Grocery,Pizza Place,-27.436618,153.0069688
695,1,"Newstead, Brisbane",Newstead,Brisbane,Park,Asian Restaurant,Café,Motorcycle Shop,Bistro,Yoga Studio,Brewery,Coffee Shop,Sandwich Place,Monument / Landmark,-27.4453279,153.0444763
696,3,"Newton, Auckland City New Zealand",Newton,Auckland City New Zealand,Café,Coffee Shop,Japanese Restaurant,Thai Restaurant,Gym,Korean Restaurant,Sushi Restaurant,Asian Restaurant,Hotel,South Indian Restaurant,-36.8625986,174.7604753
697,3,"Newtown, Sydney",Newtown,Sydney,Café,Bar,Thai Restaurant,Italian Restaurant,Ice Cream Shop,Australian Restaurant,Vegetarian / Vegan Restaurant,Bakery,Pizza Place,Pub,-33.8961132,151.1801893
